candidate_id;me_id;category;manufacturer;model;qty;unit;currency;listed_price;tax_basis;tax_rate;net_unit_price;price_url;spec_url;length_mm;width_mm;height_mm;mass_kg;technical_status;scope_notes;availability;access_date;price_class;evidence_type;price_date;source_revision;eur_net_unit
WC-CH-03;ME-15;CHILLER_REFERENCE_16000BTUH;Webasto;BlueCool C16M;2;шт;EUR;;;;;https://www.nauticsale.com/en/airconditioning/bluecool-chiller-systems/bluecool-c-series-chillers/;https://www.webasto.com/en-us/cooling/marine-chiller-air-conditioning-units/bluecool-c-series.html;385;290;350;30;"RFQ_REQUIRED;REFERENCE_SIZE_ONLY;220V_COMPATIBILITY_OPEN";"16000BTU/h each; officialcurrentdimensions. Older F-suffix dealerweight differs: revision match required.3pricepaths found no verified EU net exactSKU; no US price conversion.";NOT_CONFIRMED;2026-09-11;NO_VERIFIED_NET;PUBLIC_PRICE_NOT_KP;UNKNOWN;deliverables/M02/v001/01_support/all-candidates.csv;
WC-HW-01;ME-14;BOILER_REFERENCE_40L;Quick;B3 40L1200W FLB34012S000A00;;шт;EUR;737;EXPLICIT_HT;;614.17;https://www.tyboat.com/achat/P-8889-quick-chauffe-eau-cylindrique-b3-40-litres-220-volts-1200-watts.html;https://www.quickitaly.com/it/prodotti/scalda-acqua/scalda-acqua/nautic-boiler-b3/;;;;;"UNIT_BENCHMARK_ONLY;QTY_OPEN";"40L1200W220V plus engine heat exchanger common illustrative class; not owner size. Supplier dimensions/mass in research only pending official drawing. Thermostatic mixing equalise separately.";Stock1–6businessdays;2026-09-11;OBSERVED_NET_CONDITIONAL_SCOPE;PUBLIC_PRICE_NOT_KP;UNKNOWN;deliverables/M02/v001/01_support/all-candidates.csv;614.17
WC-HW-02;ME-14;BOILER_REFERENCE_40L;Quick;BX 40L1200W FLBX4012S000A00;;шт;EUR;829;EXPLICIT_HT;;690.83;https://www.tyboat.com/achat/P-8880-quick-chauffe-eau-cylindrique-bx-40-litres-220-volts-1200-watts.html;https://www.quickitaly.com/it/prodotti/scalda-acqua/scalda-acqua/nautic-boiler-bx/;;;;;"UNIT_BENCHMARK_ONLY;QTY_OPEN";"40L1200W220V plus engine heat exchanger common illustrative class; not owner size. Supplier dimensions/mass in research only pending official drawing. Thermostatic mixing equalise separately.";Stock1–6businessdays;2026-09-11;OBSERVED_NET_CONDITIONAL_SCOPE;PUBLIC_PRICE_NOT_KP;UNKNOWN;deliverables/M02/v001/01_support/all-candidates.csv;690.83
WC-HW-03;ME-14;BOILER_REFERENCE_40L;Quick;BXS 40L1200W FLBXS4012S00A00;;шт;EUR;909;EXPLICIT_HT;;757.5;https://www.tyboat.com/achat/P-18237-quick-chauffe-eau-cube-inox-bxs-40-litres-220-volts-1200-watts.html;https://www.quickitaly.com/it/prodotti/scalda-acqua/scalda-acqua/nautic-boiler-bxs/;;;;;"UNIT_BENCHMARK_ONLY;QTY_OPEN";"40L1200W220V plus engine heat exchanger common illustrative class; not owner size. Supplier dimensions/mass in research only pending official drawing. Thermostatic mixing equalise separately.";Stock1–6businessdays;2026-09-11;OBSERVED_NET_CONDITIONAL_SCOPE;PUBLIC_PRICE_NOT_KP;UNKNOWN;deliverables/M02/v001/01_support/all-candidates.csv;757.50
WC-AUX-01;ME-16;HVAC_PUMP;Frigomar;NH150PS SWM0150230;;шт;EUR;795.9;EXPLICIT_HT;;663.25;https://www.comptoirnautique.com/climatisation-bateau/91819-frigomar-pompes-a-entrainement-magnetique.html;https://www.frigomar.com/en/product-line/;;;;;"UNIT_BENCHMARK_ONLY;CURVE_AND_220V_OPEN";"230V50/60Hz magneticdrive; count and pump duty notfixed. No proof this model meets both seawater and chilledwater circuits; official detailed curve required.";"Preorder; replenishment19/09/2026";2026-09-11;OBSERVED_NET_CONDITIONAL_SCOPE;PUBLIC_PRICE_NOT_KP;UNKNOWN;deliverables/M02/v001/01_support/all-candidates.csv;663.25
WC-AUX-02;ME-17;THERMOSTATIC_MIXING;Quick;QB002 mixing kit;;шт;EUR;140.4;EXPLICIT_HT;;117;https://www.kent-marine.com/fr/produit/35262/chauffe-eau-cylindrique-40l-220v-1200w.html;https://www.quickitaly.com/it/prodotti/scalda-acqua/;;;;;PUBLIC_LIST_UNIT_BENCHMARK;"Observed linked accessory publicHT price; count unknown; confirm inclusion in selected calorifier supply.";Not confirmed;2026-09-11;OBSERVED_NET_CONDITIONAL_SCOPE;PUBLIC_PRICE_NOT_KP;UNKNOWN;deliverables/M02/v001/01_support/all-candidates.csv;117.00
WC-AUX-03;ME-17;FRESHWATER_FILTER;Jabsco;Pumpgard36400-0002 / substitution46400-0000;;шт;EUR;33.5;TAX_NOT_PROVEN;;;https://www.marine-impact.com/groupe-d-eau/313-filtre-en-ligne-pumpgard-o13-mm-jabsco.html;https://www.xylem.com/siteassets/brand/jabsco/resources/manual/36800-technical-data-sheet.pdf;;;;;"UNIT_BENCHMARK_GROSS_UNKNOWN;NET_WITHHELD";"Observedprice; no explicit taxbasis verified so net blank.13mm40mesh strainer not sanitary treatment and not dimensioned for proposedpressurestation.";Web listing;2026-09-11;NO_VERIFIED_NET;PUBLIC_PRICE_NOT_KP;UNKNOWN;deliverables/M02/v001/01_support/all-candidates.csv;
A01;ME-29;Бак гидравлики;Vetus;HT1010;;шт;GBP;2412.08;NET_EXPLICIT;;2412.08;https://www.vetus-shop.com/aluminium-hydraulic-tank-70-incl-ht1013-p-2024.html;https://webshop.vetus.com/nl/products/power-hydraulics/hydraulische-tanks;;;;;PARTIAL_HYDRAULIC_NOT_COMPLETE;"70л; HT1013 включён. Цена бака с частью управления, не станции. 615×475×360мм у продавца — только голый бак без клапанов, не монтажный габарит.";Out of Stock;2026-09-11;OBSERVED_NET_CONDITIONAL_SCOPE;PUBLIC_PRICE_NOT_KP;UNKNOWN;deliverables/M02/v001/01_support/all-candidates.csv;2807.52
A02;ME-29;Насос гидравлики;Vetus;HT1016SD2;;шт;GBP;2716.67;NET_EXPLICIT;;2716.67;https://www.vetus-shop.com/vetus-power-hydraulics-c-21_210.html;;;;;;PARTIAL_HYDRAULIC_NOT_COMPLETE;"45см³/оборот; ориентация/SAE/привод и требуемый расход не выбраны. Не три уровня насосов разного размера.";Не подтверждено;2026-09-11;OBSERVED_NET_CONDITIONAL_SCOPE;PUBLIC_PRICE_NOT_KP;UNKNOWN;deliverables/M02/v001/01_support/all-candidates.csv;3162.04
A03;ME-29;Охладитель масла;Vetus;HT301132;;шт;GBP;517.50;NET_EXPLICIT;;517.50;https://www.vetus-shop.com/aluminium-hydraulic-tank-70-incl-ht1013-p-2024.html;;;;;;PARTIAL_HYDRAULIC_NOT_COMPLETE;"Шланг32мм; теплоотдача/забортный контур требуют проверки; не доказана необходимость именно этого размера.";Не подтверждено;2026-09-11;OBSERVED_NET_CONDITIONAL_SCOPE;PUBLIC_PRICE_NOT_KP;UNKNOWN;deliverables/M02/v001/01_support/all-candidates.csv;602.34
A04;ME-29;Клапан якорной лебёдки;Vetus;HT102312;;шт;GBP;487.92;NET_EXPLICIT;;487.92;https://www.vetus-shop.com/aluminium-hydraulic-tank-70-incl-ht1013-p-2024.html;;;;;;PARTIAL_HYDRAULIC_NOT_COMPLETE;"Один тип клапана; не весь блок гидролебёдок, количество потребителей открыто.";Не подтверждено;2026-09-11;OBSERVED_NET_CONDITIONAL_SCOPE;PUBLIC_PRICE_NOT_KP;UNKNOWN;deliverables/M02/v001/01_support/all-candidates.csv;567.91
A05;ME-29;Управление нагрузкой;Vetus;HT1011;;шт;GBP;715.83;NET_EXPLICIT;;715.83;https://www.vetus-shop.com/vetus-power-hydraulics-c-21_210.html;;;;;;PARTIAL_HYDRAULIC_NOT_COMPLETE;"Одноступенчатый load sensing; пригодность к общей системе открыта.";Не подтверждено;2026-09-11;OBSERVED_NET_CONDITIONAL_SCOPE;PUBLIC_PRICE_NOT_KP;UNKNOWN;deliverables/M02/v001/01_support/all-candidates.csv;833.18
A06;ME-29;Клапан подруливающего;Vetus;HT1013;;шт;GBP;300.83;NET_EXPLICIT;;300.83;https://www.vetus-shop.com/aluminium-hydraulic-tank-70-incl-ht1013-p-2024.html;;;;;;INCLUDED_COMPONENT_DO_NOT_ADD;"Уже входит в HT1010; отдельная цена только для дополнительного потребителя, не прибавлять повторно.";Не подтверждено;2026-09-11;OBSERVED_NET_CONDITIONAL_SCOPE;PUBLIC_PRICE_NOT_KP;UNKNOWN;deliverables/M02/v001/01_support/all-candidates.csv;350.15
A07;ME-29;Общая гидросистема;Sleipner;Load-sensing system / bulkhead tank 40L;;шт;EUR;;RFQ_REQUIRED;;;;https://info.sleipnergroup.com/hubfs/Side-Power_Hydraulic_AC_Thrusters_2020.pdf;870;330;705;55;RFQ_REQUIRED_TECH_OPEN;"Справочный габарит настенного танк-модуля из каталога2020; с блоком одного подруливающего, без всей установки. Ещё100мм для замены фильтра. Нужны текущийCAD и расчёт всех потребителей.";Не подтверждено;2026-09-11;NO_VERIFIED_NET;PUBLIC_PRICE_NOT_KP;UNKNOWN;deliverables/M02/v001/01_support/all-candidates.csv;
A08;ME-29;Палубная гидростанция;Harken;Hydro 2;;шт;EUR;;RFQ_REQUIRED;;;;https://gallery.harken.com/gallery/3d369089-1f35-489d-8b71-ab3020e962a1.pdf;491;341;567.7;63.5;RFQ_REQUIRED_THRUSTER_CAPABILITY_OPEN;"30л,2мотора24V4kW; стандартная помпа15л/мин140бар. Не доказана пригодность для подруливающих; не назначать резервное питание от6АКБ дорасчёта тока.";Не подтверждено;2026-09-11;NO_VERIFIED_NET;PUBLIC_PRICE_NOT_KP;UNKNOWN;deliverables/M02/v001/01_support/all-candidates.csv;
A09;ME-18;Дуплексный топливный фильтр;Parker Racor;75500MAXM30;;шт;EUR;2199.90;GROSS_RATE_VERIFIED;19;1848.66;https://racorshop.de/product/racor-75500maxm30-turbine-filter-marine/;https://www.parker.com/content/dam/Parker-com/Literature/Racor-Europe/FDRB544UK_BRO_Distribution_Solution_Brochure-_Racor_Europe.pdf;;;;;PRICE_VARIATION_RECONFIRM_TECH_OPEN;"Root open2612.00gross/19%=2194.96NET; повторное открытие независимым агентом2199.90gross/19%=1848.66NET. Принято последнее наблюдение, расхождение сохранено; подтвердить цену до сравнения. Дуплексный узел, микроны/расход одной ветви под двигатель.";1 in stock;2026-09-11;VARIABLE_PRICE_RECONFIRM;PUBLIC_PRICE_NOT_KP;UNKNOWN;deliverables/M02/v001/01_support/all-candidates.csv;1848.66
A10;ME-19;Фильтр забортной воды;Vetus;FTR330/32;;шт;GBP;81.67;NET_EXPLICIT;;81.67;https://www.vetus-shop.com/vetus-raw-water-strainer-type-330-and21632mm-p-1026.html;;;;;;UNIT_BENCHMARK_TECH_OPEN;"Типоразмер32мм только ориентир; диаметр и положение относительно ватерлинии по выбранному агрегату.";10+ in stock;2026-09-11;OBSERVED_NET_CONDITIONAL_SCOPE;PUBLIC_PRICE_NOT_KP;UNKNOWN;deliverables/M02/v001/01_support/all-candidates.csv;95.06
A11;ME-19;Фильтр забортной воды;Vetus;FTR33032M;;шт;EUR;164.46;NET_EXPLICIT;;164.46;https://www.mediawinkel.eu/nl/heavy-duty-waterfilter-32-mm.html;;;;;;UNIT_BENCHMARK_TECH_OPEN;"NET явно exclusiefBTW; усиленная версия с металлической крышкой. Сравнение с FTR330/32 требует одинаковых давления/установочного положения.";Не подтверждено;2026-09-11;OBSERVED_NET_CONDITIONAL_SCOPE;PUBLIC_PRICE_NOT_KP;UNKNOWN;deliverables/M02/v001/01_support/all-candidates.csv;164.46
A12;ME-20;Электрический осушительный насос;Rule;2000 GPH / model12 /24V;;шт;GBP;107.24;NET_EXPLICIT;;107.24;https://www.mackengineering.co.uk/rule-2000-gph-bilge-pump-24v.html;https://www.xylem.com/siteassets/brand/rule/resources/technical-brochure/standard-bilge-pumps-model-number-table.pdf;108;108;152;;UNIT_BENCHMARK_TECH_OPEN;"Габариты из официальной таблицы, у дилера155×105 отличаются; сверить ревизию. Не вся система осушения; поплавок/сигнализация отдельно.";Не подтверждено;2026-09-11;OBSERVED_NET_CONDITIONAL_SCOPE;PUBLIC_PRICE_NOT_KP;UNKNOWN;deliverables/M02/v001/01_support/all-candidates.csv;124.82
A13;ME-20;Ручной осушительный насос;Whale;Gusher Urchin BP9005;;шт;GBP;55.10;NET_EXPLICIT;;55.10;https://www.mackengineering.co.uk/bp9005-whale-gusher-urchin-hand-pump.html;;;;;;UNIT_BENCHMARK_TECH_OPEN;"Ориентир цены ручного насоса; не назначенный главный аварийный насос67ft, расход/напор/доступ проверить.";Не подтверждено;2026-09-11;OBSERVED_NET_CONDITIONAL_SCOPE;PUBLIC_PRICE_NOT_KP;UNKNOWN;deliverables/M02/v001/01_support/all-candidates.csv;64.13
A14;ME-20;Датчик/сигнализация высокой воды;Rule;32ALA /24V;;шт;GBP;73.19;NET_EXPLICIT;;73.19;https://www.mackengineering.co.uk/rule-2000-gph-bilge-pump-24v.html;;;;;;UNIT_BENCHMARK_TECH_OPEN;"Цена связанного товара открытой карточки; состав сигнализации и число отсеков открыты.";Не подтверждено;2026-09-11;OBSERVED_NET_CONDITIONAL_SCOPE;PUBLIC_PRICE_NOT_KP;UNKNOWN;deliverables/M02/v001/01_support/all-candidates.csv;85.19
A15;ME-22;Вентиляция МО;Jabsco;35770-0094 /24V;;шт;GBP;224.42;SEARCH_ONLY_NET_CLAIM;;;https://www.mackengineering.co.uk/35770-0094-24v-flexmount-blower.html;https://www.xylem.com/siteassets/brand/jabsco/resources/manual/357x0-technical-data-sheet.pdf;;;;3.18;PRICE_NOT_ADMITTED_AVAILABILITY_HOLD;"Поиск224.42exVAT, открытиеchallenge. Раздел дилера предупреждаетhold EU compliance. NET поле пусто; не считать доступным. Официально7м³/мин свободныйрасход, требуемыйнапорнепроверен.";CHECK_AVAILABILITY / category EU hold;2026-09-11;NO_VERIFIED_NET;PUBLIC_PRICE_NOT_KP;UNKNOWN;deliverables/M02/v001/01_support/all-candidates.csv;
A16;ME-23;Насос смены масла;Marco;UP3/OIL 16402013 /24V;;шт;GBP;162.00;NET_EXPLICIT;;162.00;https://www.mackengineering.co.uk/marco-up3-oil-pump-24v.html;https://items.marco.it/en/md_productpdf/index/generate/product/253/store/2/;;;;;UNIT_BENCHMARK_TECH_OPEN;"Только насос; коллектор3агрегатов,шланги,поддоны,свет и автоматика не включены.";Не подтверждено;2026-09-11;OBSERVED_NET_CONDITIONAL_SCOPE;PUBLIC_PRICE_NOT_KP;UNKNOWN;deliverables/M02/v001/01_support/all-candidates.csv;188.56
A17;ME-24;Датчик уровня танка;Vetus;SENSOR320;;шт;GBP;61.67;NET_EXPLICIT;;61.67;https://www.vetus-shop.com/vetus-fuel-tank-quickfit-diesel-40-litre-8mm-p-1786.html;;;;;;UNIT_BENCHMARK_TECH_OPEN;"Длина320мм исследовательская; не утверждена глубина/число танков. Цена связанного товара, отдельный индикатор не включён.";Не подтверждено;2026-09-11;OBSERVED_NET_CONDITIONAL_SCOPE;PUBLIC_PRICE_NOT_KP;UNKNOWN;deliverables/M02/v001/01_support/all-candidates.csv;71.78
A18;ME-24;Датчик уровня танка;Vetus;SENSORA;;шт;GBP;161.25;NET_EXPLICIT;;161.25;https://www.vetus-shop.com/vetus-fuel-tank-quickfit-diesel-40-litre-8mm-p-1786.html;;;;;;UNIT_BENCHMARK_TECH_OPEN;"Ультразвуковой аналоговый датчик; работа в конкретном танке и интерфейс подлежат проверке. Не цена танка.";Не подтверждено;2026-09-11;OBSERVED_NET_CONDITIONAL_SCOPE;PUBLIC_PRICE_NOT_KP;UNKNOWN;deliverables/M02/v001/01_support/all-candidates.csv;187.69
A19;ME-25;Откачка сточного танка;Jabsco;18590-2094 /24V;;шт;GBP;141.63;NET_EXPLICIT;;141.63;https://www.cactusnav.com/jabsco-macerator-pump-p-37922.html;;;;;;UNIT_BENCHMARK_TECH_OPEN;"24V; только насос сточного танка. Пересечение с комплектом туалета проверять; число танков не назначено.";In Stock Plymouth;2026-09-11;OBSERVED_NET_CONDITIONAL_SCOPE;PUBLIC_PRICE_NOT_KP;UNKNOWN;deliverables/M02/v001/01_support/all-candidates.csv;164.85
A20;ME-21;Стационарное пожаротушение;Fireboy;MA series 31.620.55;;шт;EUR;1950.00;SEARCH_ONLY_NET_CLAIM;;;https://www.oltrevela.com/en/31-620-55-fireboy-ma-series-automatic-manual-fire-extinguisher-13-4-kg-for-engine-rooms-and-motor-compartments-up-to-51m-uscg-and-iso-rina-approved-fireboy-4;https://fireboy.com/ma2-fire-extinguisher/;;;;;PRICE_NOT_ADMITTED_VOLUME_AND_VARIANT_OPEN;"Поиск1950NET, открытиеошибка. Заголовок51м³, таблица15.6м³ противоречат; модель/заряд не выбраны. Нельзя уменьшать заряд ради габарита. Отключение двигателей/вентиляции и ручнойпуск по отдельномуBOM.";Не подтверждено;2026-09-11;NO_VERIFIED_NET;PUBLIC_PRICE_NOT_KP;UNKNOWN;deliverables/M02/v001/01_support/all-candidates.csv;
A21;ME-26;Дополнительное водяное отопление;Webasto;Thermo Pro90 Marine 24V /9029943C;;шт;EUR;2007.16;NET_LABEL_CONFLICT;;;https://www.standkachel.nu/webasto-air-and-water-heaters-and/webasto-waterkachels-thermotop-spheros-dbw-valeo/webasto-marine-waterheaters-for-thermo-pro-90-24-volt/webasto-thermo-chiller--pro-90-marine-24-volt-;;;;;;OPTIONAL_PRICE_NOT_ADMITTED_TAX_CONFLICT;"Открытая карточка маркирует2007.16NET, показывает2161.71sale/2543.18list: арифметика налоговойпары неясна. Неиспользоватьвранжировании; отоплениеещёопция, нечиллеркондиционирования.";Не подтверждено;2026-09-11;NO_VERIFIED_NET;PUBLIC_PRICE_NOT_KP;UNKNOWN;deliverables/M02/v001/01_support/all-candidates.csv;
A22;ME-26;Дополнительное водяное отопление;Webasto;Thermo Pro90 Marine 24V /4111185A;;шт;GBP;1995.49;NET_EXPLICIT;;1995.49;https://www.butlertechnik.com/item/Webasto/Thermo-Pro-90-24v-Marine-Kit-With-Switch-91kW-4111185A/5G7;https://www.butlertechnik.com/downloads/cms/7432/webasto-thermo-pro-90-marine-installation-manual.pdf;;;;;OPTIONAL_UNIT_BENCHMARK_TECH_OPEN;"9.1kW только исследовательский класс; монтажный комплект с выключателем, остальные контуры и теплоотдающие устройства не включены. Не выбранное отопление и не чиллер.";Item out of stock;2026-09-11;OBSERVED_NET_CONDITIONAL_SCOPE;PUBLIC_PRICE_NOT_KP;UNKNOWN;deliverables/M02/v001/01_support/all-candidates.csv;2322.63
YAN-E01;ME-01|ME-02;engine_gearbox;Yanmar;8LV320E-KMH50A + VC20;1;package;EUR;58842;"incl BTW; rate not stated";;;https://www.abma-sneek.nl/yanmar/engines-gears-drives/powerboat-engines?prod_id=650436;https://www.yanmar.com/marine/product/engines/8lv320/;1340;880;766;487;"CONDITIONAL_DUTY_PTO_START_VOLTAGE; NET_RFQ_REQUIRED";"320 mhp / 235 kW at 3800 rpm; 1 engine + 1 KMH50A + VC20; manufacturer 2021 package dry mass 435+52 kg and envelope with gear/elbow; standard 12V starter; front belt PTO optional capacity unverified; dealer includes mounts/panel/wiring/fluids; installed propulsion scope incomplete";"Dealer says in stock; exact stock and price validity RFQ";2026-09-11;NO_VERIFIED_NET;PUBLIC_PRICE_NOT_KP;UNKNOWN;deliverables/M03/v001/01_support/yanmar/candidates.csv;
YAN-E02;ME-01;engine_bobtail;Yanmar;"6LPAM-STP2 bobtail (dealer); 6LPA-STP2 manufacturer";1;engine;EUR;21675;"excl BTW; NET explicitly listed";;21675;https://useddieselenginecenter.nl/yanmar-6lpam-stp2-6-lpam-stp-2-bobtail;https://www.yanmar.com/marine/product/engines/6lpa-stp2-6lpa-stc/;;;;408;"CONDITIONAL_EU_NEWBUILD_CERT_DUTY_PTO_START_VOLTAGE; GEARBOX_NOT_PRICED";"New per dealer; 315 mhp / 232 kW at 3800 rpm at 25C fuel; 299 mhp / 220 kW at 40C per 2017 spec; priced engine only excluding gear/panel/harness; proposed 1 KMH50A RFQ; engine-only dry mass; package envelope 1220x666x739 drawing vs1190 length table conflict; package dry mass459 kg; 12V starter; RCD1 only evidenced";"Stock field0 conflicts with availability from stock; RFQ";2026-09-11;OBSERVED_NET_CONDITIONAL_SCOPE;PUBLIC_PRICE_NOT_KP;UNKNOWN;deliverables/M03/v001/01_support/yanmar/candidates.csv;21675.00
YAN-E03;ME-01|ME-02;engine_gearbox;Yanmar;6LY2M-WDT + YX-50S (proposed);1;package;EUR;;RFQ_REQUIRED;;;;https://www.yanmar.com/marine/product/engines/6ly2m-wdt/;1412;835;880;643;"RFQ_REQUIRED; CONDITIONAL_EU_NEWBUILD_CERT_DUTY_PTO";"Current official card330 mhp /243 kW at3200 rpm; 1 engine +1 proposedYX-50S; package dry mass535+108kg; envelope with gear/high-riser elbow; optional24V electrical system official but exact starter/configuration RFQ; IMO Tier2 shown not EU RCD approval; PTO capacity unverified";"Official current catalogue; European delivery and new-build certification RFQ";2026-09-11;NO_VERIFIED_NET;PUBLIC_PRICE_NOT_KP;UNKNOWN;deliverables/M03/v001/01_support/yanmar/candidates.csv;
PAN-G01;ME-04|ME-19;generator;Fischer Panda;12000x PMS JPC FP12000X;2;package;GBP;16830.00;EXPLICIT_GROSS_NET_PAIR;20;14025.00;https://www.jpcdirect.com/product/fischer-panda-12000x-generator/;https://www.onefischerpanda.com/fileadmin/content/product-information/marine-generators-compact-power/12000x/Panda_12000x_PMS_-_EN.pdf;705;450;590;195;MARKET_REFERENCE|START24V_OPEN|HOT_OUTPUT_OPEN|UK_IMPORT_OPEN;"50Hz230V not yet accepted as220V target;2generators retained;standard datasheet12Vstarter, priced24V SKU unconfirmed. 10.2kW/12kVA NOMINAL at20C;2026catalogue treats0.85 kVA factor as short inductive starting only;hot continuous useful output OPEN. Capsule dimensions exclude fittings and service space;ME19 partial factory cooling only. JPC H565/192kg metadata conflicts withOEM. Fuel pump/looms/control panel/capsule advertised;exact control revision and install kit RFQ.";"Available on back-order;qty2/dateRFQ";2026-09-11;OBSERVED_NET_CONDITIONAL_SCOPE;PUBLIC_PRICE_NOT_KP;UNKNOWN;deliverables/M03/v001/01_support/panda/candidates.csv;16324.27
PAN-G02;ME-04|ME-19;generator;Fischer Panda;12000x-230V PMS NautiRadar0028284;2;package;EUR;17451.22;NET_EXPLICIT;;17451.22;https://www.nautiradar.pt/en/products/fischer-panda/panda-12000x-230v-pms-12kva-fixed-engine-speed-marine-generator;https://www.onefischerpanda.com/fileadmin/content/product-information/marine-generators-compact-power/12000x/Panda_12000x_PMS_-_EN.pdf;705;450;590;195;MARKET_REFERENCE|START24V_OPEN|HOT_OUTPUT_OPEN|SKU_REVISION_OPEN;"50Hz230V not yet accepted as220V target;2generators retained;standard datasheet12Vstarter, priced24V SKU unconfirmed. 10.2kW/12kVA NOMINAL at20C;2026catalogue treats0.85 kVA factor as short inductive starting only;hot continuous useful output OPEN. Capsule dimensions exclude fittings and service space;ME19 partial factory cooling only. SellerSKU0028284 vsOEMsheet0024660:exact revision must be tied to offer. EU seller does not yet prove EU dispatch/free-circulation/Poland delivery.";"Stock and lead time not stated;qty2/dateRFQ";2026-09-11;OBSERVED_NET_CONDITIONAL_SCOPE;PUBLIC_PRICE_NOT_KP;UNKNOWN;deliverables/M03/v001/01_support/panda/candidates.csv;17451.22
PAN-G03;ME-04|ME-19;generator;Fischer Panda;15000i-230V PMS NautiRadar0000182;2;package;EUR;20128.46;NET_EXPLICIT;;20128.46;https://www.nautiradar.pt/en/products/fischer-panda/panda-15000i-230v-pms-12kw-230v-variable-speed-marine-generator;https://www.fischerpanda.co.uk/res/Fischer%20Panda%20Marine%20Generators%202026%20-%20FPUK;650;465;589;176;MARKET_REFERENCE|START24V_OPEN|HOT_OUTPUT_OPEN|INVERTER_SCOPE_OPEN;"Alternative model for same required useful output;not15kW.50Hz230V nominal12kW/15kVA;PMGi230V manual longterm12kW does not guarantee whole-set output at hot ambient;OEM20C engine reference.160kg capsule+16kg external inverter;dimensions capsule only;dealer162+16kg discrepancy. Inverter model/cooling/inclusion and24V starter RFQ.2gens retained;no automatic parallel operation.";"Stock and lead time not stated;qty2/dateRFQ";2026-09-11;OBSERVED_NET_CONDITIONAL_SCOPE;PUBLIC_PRICE_NOT_KP;UNKNOWN;deliverables/M03/v001/01_support/panda/candidates.csv;20128.46
